Número de Registro,NIT Productor SDV,Nombre Comercial,Nombre Técnico,Partida Arancelaria,Fecha de Aprobacion,Fecha de Vencimiento
202109200084811,900050616,GUANTES IGNIFUGOS ANTITRAUMA Y ANTICORTE. ET-PN-GRUCA-DIRAF-303,GUANTES IGNIFUGOS ANTITRAUMA Y ANTICORTE ET-PN-GRUCA-DIRAF-303.EN TEJIDO PUNTO IGNIFUGO,4203290000,09/23/2021 08:12:48 PM,09/23/2022 12:00:00 AM
202109200084822,860510142,ARMARIO PAPELERO,ARMERIO PAPELERO,9403200000,09/21/2021 09:51:44 AM,09/21/2022 12:00:00 AM
202109200084828,890801451,TAPA LATERAL DE COFFRE DER H79,TAPA LATERAL PARA CUBRIR ESPACIO AL LADO DERECHO EN EL BAUL,8708299000,09/23/2021 11:50:44 AM,09/23/2022 12:00:00 AM
202109200084831,860510142,ESTANTERIA METALICA,ESTANTERIA METALICA,9403200000,09/21/2021 10:15:47 AM,09/21/2022 12:00:00 AM
202109200084836,900342297,KIT DE VESTUARIO CLIMA FRIO DAMA POLIESTER VISCOSA (CHAQUETA 65% POLIESTER 35% VISCOSA,KIT DE VESTUARIO CLIMA FRIO DAMA POLIESTER VISCOSA (CHAQUETA 65% POLIESTER 35% VISCOSA,6204230000,09/20/2021 12:00:00 AM,09/20/2022 12:00:00 AM
202109200084838,900342297,KIT DE VESTUARIO CLIMA CÁLIDO PARA DAMA (BLUSA MANGA LARGA FORMAL DAMA 20% ALGODON 80% POLIESTER,KIT DE VESTUARIO CLIMA CÁLIDO PARA DAMA (BLUSA MANGA LARGA FORMAL DAMA 20% ALGODON 80% POLIESTER,6204230000,09/20/2021 12:00:00 AM,09/20/2022 12:00:00 AM
202109200084840,900342297,KIT DE VESTUARIO CLIMA FRIO CABALLERO - VESTIDO FORMAL POLIESTER VISCOSA ( SACO 65% POLIESTER 35% VISCOSA,KIT DE VESTUARIO CLIMA FRIO CABALLERO - VESTIDO FORMAL POLIESTER VISCOSA ( SACO 65% POLIESTER 35% VISCOSA,6203230000,09/20/2021 12:00:00 AM,09/20/2022 12:00:00 AM
202109200084842,900342297,KIT DE VESTUARIO CLIMA CÁLIDO CABALLERO (CAMISA FORMAL CABALLERO 15% ALGODON 85% POLIESTER,KIT DE VESTUARIO CLIMA CÁLIDO CABALLERO (CAMISA FORMAL CABALLERO 15% ALGODON 85% POLIESTER,6203230000,09/20/2021 12:00:00 AM,09/20/2022 12:00:00 AM
202109200084843,830025306,UPS 21A 50KVA,UPS: SISTEMA ININTERRUMPIDO DE POTENCIA SISTEMA ININTERRUMPIDO DE POTENCIA DESDE 21KVA A 50KVA,8504401000,09/21/2021 10:55:02 AM,09/21/2022 12:00:00 AM
202109200084846,830025306,UPS DE 60 A 120KVA,SISTEMA ININTERRUMPIDO DE POTENCIA DESDE 60KVA A 120KVA,8504401000,09/21/2021 10:53:34 AM,09/21/2022 12:00:00 AM
202109200084847,830025306,UPS 4 A 12KVA,SISTEMA ININTERRUMPIDO DE POTENCIA SISTEMA ININTERRUMPIDO DE POTENCIA DESDE 4KVA A 12KVA,8504401000,09/21/2021 10:48:40 AM,09/21/2022 12:00:00 AM
202109200084848,830025306,UPS:1 A 3KVA,SISTEMA ININTERRUMPIDO DE POTENCIA DESDE 1KVA A 3KVA,8504401000,09/21/2021 10:47:28 AM,09/21/2022 12:00:00 AM
202109200084849,830025306,RECTIFICADOR DE VOLTAJE AC/CARGADOR DE BATERIAS DE 3 A 50AMP,RECTIFICADOR DE VOLTAJE AC/CARGADOR DE BATERIAS DE 3 A 50AMP,8504211900,09/21/2021 10:46:00 AM,09/21/2022 12:00:00 AM
202109200084851,830025306,RECTIFICADOR DE VOLTAJE AC/CARGADOR DE BATERIAS DE 51 A 100AMP,RECTIFICADOR DE VOLTAJE AC/CARGADOR DE BATERIAS DE 51 A 100AMP,8504409090,09/21/2021 10:44:46 AM,09/21/2022 12:00:00 AM
202109200084852,830025306,RECTIFICADOR DE VOLTAJE AC/CARGADOR DE BATERIAS DE 101 A 150AMP,RECTIFICADOR DE VOLTAJE AC/CARGADOR DE BATERIAS DE 101 A 150AMP,8504409090,09/21/2021 10:36:31 AM,09/21/2022 12:00:00 AM
202109200084854,830025306,REGULADOR DE VOLTAJE DE 3 A 12KVA,REGULADOR DE VOLTAJE DESDE 3KVA A 12KVA,9032891100,09/21/2021 01:56:54 PM,09/21/2022 12:00:00 AM
202109200084855,830025306,REGULADOR DE VOLTAJE DESDE 1 A 3KVA,REGULADOR DE VOLTAJE DESDE 1KVA A 3KVA,9032891100,09/21/2021 01:57:56 PM,09/21/2022 12:00:00 AM
202109200084856,830025306,REGULADOR DE VOLTAJE DE 4 A 8KVA,REGULADOR DE VOLTAJE DESDE 4KVA A 8KVA,9032891100,09/21/2021 01:59:22 PM,09/21/2022 12:00:00 AM
202109200084857,830025306,REGULADOR DE VOLTAJE DE 15 A 20KVA,REGULADOR DE VOLTAJE DESDE 15KVA A 20KVA,9032891100,09/21/2021 02:01:31 PM,09/21/2022 12:00:00 AM
202109200084858,830025306,REGULADOR DE VOLTAJEDE 25 A 75KVA,REGULADOR DE VOLTAJE DESDE 25KVA A 75KVA,9032891100,09/21/2021 02:03:38 PM,09/21/2022 12:00:00 AM
202109200084859,830025306,FUENTE DE 3 A 25AMP,FUENTE DE 3 A 25AMP,8504211900,09/21/2021 10:43:28 AM,09/21/2022 12:00:00 AM
202109200084862,830025306,FUENTE DE 51 A 75AMP,FUENTE DE 51 A 75AMP,8504211900,09/21/2021 10:41:58 AM,09/21/2022 12:00:00 AM
202109200084863,830025306,FUENTEde 26 a 50AMP,FUENTEde 26 a 50AMP,8504211900,09/21/2021 10:40:13 AM,09/21/2022 12:00:00 AM
202109200084864,890900259,BORTEL 80 BCO P/V,TELA SIN TEJER FILAMENTO SINTETICO PESO SUPERIOR A 70 INFERIOR O IGUAL A 150 G/M2,5603130000,09/24/2021 11:29:41 AM,09/24/2022 12:00:00 AM
202109200084868,900127140,CAMISILLA BLINDADA,CAMISILLA BLINDADA,6307909000,09/23/2021 01:52:56 PM,09/23/2022 12:00:00 AM
202109200084876,890305501,TORNILLOS LAMINA,TORNILLOS LAMINA,7616100000,09/21/2021 12:52:45 PM,09/21/2022 12:00:00 AM
202109200084883,890704858,CAMISETA TSHIRT EN TEJIDO DE PUNTO JERSEY TENIDO COMPOSICION 65% POLIESTER 35% ALGODON HOMBRES O NIÑOS,CAMISETA TSHIRT EN TEJIDO DE PUNTO JERSEY TENIDO COMPOSICION 65% POLIESTER 35% ALGODON HOMBRES O NIÑOS,6105900000,09/23/2021 12:40:36 PM,09/23/2022 12:00:00 AM
202109200084884,890704858,CAMISETA TSHIRT EN TEJIDO DE PUNTO JERSEY TENIDO COMPOSICION 65% POLIESTER 35% ALGODON DAMAS O NIÑAS,CAMISETA TSHIRT EN TEJIDO DE PUNTO JERSEY TENIDO COMPOSICION 65% POLIESTER 35% ALGODON DAMAS O NIÑAS,6109909000,09/23/2021 12:15:43 PM,09/23/2022 12:00:00 AM
202109200084885,890704858,CALZONCILLOS PARA HOMBRE,CALZONCILLOS PARA HOMBRE EN TEJIDO DE PUNTO TIPO JERSEY,6107110000,09/23/2021 11:59:06 AM,09/23/2022 12:00:00 AM
202109200084886,890704858,CHALECO  EN DRIL PARA HOMBRE,CHALECO EN TEJIDO PLANO,6307909000,09/23/2021 11:40:44 AM,09/23/2022 12:00:00 AM
202109200084887,890704858,CAMISETA EN FRANELA POLIESTER DAMA Y NIÑAS,CAMISETA TIPO T-SHIRT,6109909000,09/23/2021 11:27:00 AM,09/23/2022 12:00:00 AM
202109200084888,901011888,SOPORTE PARA ESTUFAS / NEVERAS,SOPORTE PARA ESTUFAS / NEVERAS,9403200000,09/21/2021 02:10:25 PM,09/21/2022 12:00:00 AM
202109200084889,901011888,SOPORTE PARA NEVERA,SOPORTE PARA NEVERA,9403200000,09/21/2021 02:12:25 PM,09/21/2022 12:00:00 AM
202109200084890,901011888,SOPORTE PARA ESTUFA,SOPORTE PARA ESTUFA,9403200000,09/21/2021 02:13:55 PM,09/21/2022 12:00:00 AM
202109200084891,901011888,ESTANTE DE DEPOSITO,ESTANTE DE DEPOSITO - ESTANTE PARA ALMACENAR,9403200000,09/21/2021 02:15:38 PM,09/21/2022 12:00:00 AM
202109200084892,890704858,PIJAMA EN JERSEY O FRANELA,PIJAMA EN TEJIDO DE PUNTO,6107210000,09/23/2021 11:10:27 AM,09/23/2022 12:00:00 AM
202109200084893,890301886,SOPORTES METALICOS PARA RADIADOR DE VEHICULOS NPR-NQR REF.98046663-B,SOPORTES METALICOS PARA RADIADOR DE VEHICULOS AUTOMOTORES,8708910090,09/23/2021 12:03:05 PM,09/23/2022 12:00:00 AM
202109210084711,900748210,TOLDILLO-MOSQUITERO,TOLDILLO-MOSQUITERO,6304910000,09/28/2021 09:08:37 AM,09/28/2022 12:00:00 AM
202109210084796,891411213,SOPORTE,SOPORTE,8714109000,09/23/2021 02:41:55 PM,09/23/2022 12:00:00 AM
202109210084800,891411213,SOPORTE,SOPORTE,8714109000,09/23/2021 05:10:39 PM,09/23/2022 12:00:00 AM
202109210084801,891411213,PLATINA,PLATINA,8714109000,09/23/2021 05:34:30 PM,09/23/2022 12:00:00 AM
202109210084802,891411213,PLATINA,PLATINA,8714109000,09/23/2021 06:09:17 PM,09/23/2022 12:00:00 AM
202109210084803,891411213,PLATINA,PLATINA,8714109000,09/23/2021 06:41:00 PM,09/23/2022 12:00:00 AM
202109210084804,891411213,PLATINA,PLATINA,8714109000,09/23/2021 06:55:17 PM,09/23/2022 12:00:00 AM
202109210084805,891411213,BARRA,BARRA,8714109000,09/23/2021 07:23:27 PM,09/23/2022 12:00:00 AM
202109210084806,891411213,PLATINA,PLATINA,8714109000,09/24/2021 09:52:36 AM,09/24/2022 12:00:00 AM
202109210084807,891411213,PLATINA,PLATINA,8714109000,09/24/2021 10:23:09 AM,09/24/2022 12:00:00 AM
202109210084808,891411213,PLATINA,PLATINA,8714109000,09/24/2021 10:39:01 AM,09/24/2022 12:00:00 AM
202109210084844,800094590,DUALVOX LTC,DUALVOX LTC - INTERCOMUNICADOR PARA MONTAJE EN VENTANILLA,8517699090,09/21/2021 03:30:44 PM,09/21/2022 12:00:00 AM
202109210084894,811022347,SOPORTE PORTA PLACA TVS,SOPORTE PORTA PLACA TVS,8714109000,09/24/2021 11:03:33 AM,09/24/2022 12:00:00 AM
202109210084897,860510142,SILLA UNIVERSITARIA,SILLA UNIVERSITARIA,9401800000,09/22/2021 02:54:14 PM,09/22/2022 12:00:00 AM
202109210084901,860051447,BOTIQUIN,BOTIQUIN DE PRIMEROS AUXILIOS,8714109000,09/24/2021 11:59:54 AM,09/24/2022 12:00:00 AM
202109210084907,860002067,lamina de plastico no celular sin soporte flexible,lamina de pvc no celular sin soporte flexible,3920430000,09/23/2021 12:00:00 AM,09/23/2022 12:00:00 AM
202109210084912,890900259,BORTEL 50 BCO P/V,TELA SIN TEJER,5603129000,09/24/2021 11:26:16 AM,09/24/2022 12:00:00 AM
202109210084913,900106777,ESTACION PULSADORA Y DE MANDO,BOTONERA PARA USO ELECTRICO EN AREAS PELIGROSAS(CLASIFICADAS) /REF: ( DESDE S7-1PA1050  HASTA S7-1PA1PP1S3P2100) Y ( DESDE S7-1PA1050FE HASTA S7-1PA1PP1S3P2100FE),8537109000,09/30/2021 12:00:00 AM,09/30/2022 12:00:00 AM
202109210084917,890900259,ENTRETEL 16 P A 1MT,TELA SIN TEJER,5603110000,09/24/2021 11:16:23 AM,09/24/2022 12:00:00 AM
202109210084919,900215324,ESCUDO ANTIMOTIN,ESCUDO POLICARBONATO DE PROTECCION FUERZA PUBLICA TRASLUCIDO,3926909090,09/24/2021 03:31:15 PM,09/24/2022 12:00:00 AM
202109210084923,860510142,SILLA ESCOLAR,SILLA ESCOLAR,9401790000,09/23/2021 09:55:22 AM,09/23/2022 12:00:00 AM
202109210084927,890900259,BASE LIMPIASECO FACIAL,TELA SIN TEJER,5603140000,09/24/2021 10:58:23 AM,09/24/2022 12:00:00 AM
202109210084936,890900259,GUATA,GUATA DE MATERIAL TEXTIL Y ARTICULOS DE ESTA GUATA  DE FIBRAS SINTETICAS 100% POLIESTER,5601220000,09/24/2021 10:47:06 AM,09/24/2022 12:00:00 AM
202109210084938,890900259,MUSGO NAVIDEÑO BCO,TELA SIN TEJER FILAMENTO SINTETICO PESO SUPERIOR A 70 INFERIOR O IGUAL A 150 G/M2,5603130000,09/24/2021 10:35:52 AM,09/24/2022 12:00:00 AM
202109210084941,890305501,TORNILLOS LAMINA,TORNILLOS LAMINA,7415330000,09/24/2021 12:43:25 PM,09/24/2022 12:00:00 AM
202109210084942,890900259,NP GUATA 50% POLIESTER,GUATA DE MATERIAL TEXTIL Y ARTICULOS DE ESTA GUATA  DE FIBRAS SINTETICAS 50% POLIESTER,5601220000,09/24/2021 10:23:19 AM,09/24/2022 12:00:00 AM
202109210084943,860016767,RECIPIENTES DE CARTON CON TAPA (SEPARADA) PARA ALIMENTOS.,RECIPIENTES DE CARTON CON TAPA (SEPARADA) EN FORMA DE VASO,4819500000,09/24/2021 03:14:37 PM,09/24/2022 12:00:00 AM
202109210084945,890900259,IMPERTEL 70X120,TELA SIN TEJER,5603920000,09/24/2021 10:10:07 AM,09/24/2022 12:00:00 AM
202109210084947,901011888,SILLA CAFETERIA  Y/O AUDITORIO,SILLA CAFETERIA  Y/O AUDITORIO INTERLOCUTORA,9401800000,09/22/2021 04:50:12 PM,09/22/2022 12:00:00 AM
202109210084953,890900259,VENDA ORTOPEDICA 120V,TELA SIN TEJER FILAMENTO SINTETICO PESO SUPERIOR A 70 INFERIOR O IGUAL A 150 G/M2,5603130000,09/24/2021 09:50:49 AM,09/24/2022 12:00:00 AM
202109220084250,860074844,RENOVADOR DE PRADERAS,RENOVADOR PRADERAS HASTA 5 CINCELES Y 3 MT ANCHO DE CORTE,8432800000,09/30/2021 04:39:55 PM,09/30/2022 12:00:00 AM
202109220084283,860074844,ABONADOR,ABONADOR-FERTILIZADOR,8432420000,09/30/2021 04:38:39 PM,09/30/2022 12:00:00 AM
202109220084383,900339129,GATO CENTRAL 125SC/PRO-JET5 MP,GATO CENTRAL,8714109000,09/24/2021 12:22:51 PM,09/24/2022 12:00:00 AM
202109220084406,901022072,SUETER TERMICO,SUETER TERMICO EN TELA MICROFIBRA POLIESTER100% TEJIDO DE PUNTO TEÑIDO,6110301000,09/29/2021 02:39:36 PM,09/29/2022 12:00:00 AM
202109220084535,860074844,ARADO DE CINCEL VIBRATORIO,IMPLEMENTO AGRICOLA PARA ROTURACION DE SUELOS,8432100000,09/30/2021 04:37:38 PM,09/30/2022 12:00:00 AM
202109220084539,860074844,CORTAMALEZA,IMPLEMENTO AGRICOLA PARA CORTE DE MATERIAL VEGETAL EN PIE,8433200000,09/30/2021 04:36:26 PM,09/30/2022 12:00:00 AM
202109220084553,860074844,DESBROZADORA,TRITURADORA-TRINCIA TRICE- SHREDDER-FLAIL MOWER-HASTA 2.4 DE ANCHO DE CORTE,8433200000,09/30/2021 04:35:11 PM,09/30/2022 12:00:00 AM
202109220084576,860074844,GRADA DE DISCOS,GRADA DE DISCOS-RASTRAS-RASTRILLOS-HASTA 40 DISCOS Y 120 KG POR DISCO,8432210000,09/30/2021 04:34:09 PM,09/30/2022 12:00:00 AM
202109220084618,860074844,PLANTADORA NEUMATICA DE PRECISION PARA SIEMBRA CONVENCIONAL,IMPLEMENTO AGRICOLA PARA SIEMBRA DE GRANOS GRUESOS,8432390000,09/30/2021 04:33:05 PM,09/30/2022 12:00:00 AM
202109220084770,860074844,PLANTADORA NEUMATICA SIEMBRA DIRECTA,IMPLEMENTO AGRICOLA PARA SIEMBRA DE GRANOS GRUESOS PARA SIEMBRA DIRECTA,8432310000,09/30/2021 04:31:30 PM,09/30/2022 12:00:00 AM
202109220084850,860074844,REMOLQUE PARA USO AGRICOLA,REMOLQUE QUINTA RUEDA CON CAPACIDAD DE HASTA 5 TONELADAS,8716200000,09/24/2021 12:48:14 PM,09/24/2022 12:00:00 AM
202109220084908,860001615,BANDE RODADURA ANTICORTES,BANDA PARA REENCAUCHE EN FRIO EN CAUCHO ESTIRENO BUTADIENO CAUCHO SINTETICO Y FACTICO SINTETICO BUTADIENO Y CAUCHO NATURAL,4012904100,09/30/2021 11:42:37 AM,09/30/2022 12:00:00 AM
202109220084909,860074844,SEMBRADORA DE GRANO FINO 13 S CONVENCIONAL,IMPLEMENTO AGRICOLA PARA SIEMBRA DE GRANOS FINOS PARA SIEMBRA CONVENCIONAL,8432390000,09/30/2021 04:30:01 PM,09/30/2022 12:00:00 AM
202109220084911,860001615,BANDA RODADURA SUPER PREMIUN,BANDA PARA REENCAUCHE EN FRIO EN CAUCHO ESTIRENO BUTADIENO CUACHO SINTETICO Y FACTICO SINTETICO BUTADIENO Y CAUCHO NATURAL,4012904100,09/30/2021 11:41:41 AM,09/30/2022 12:00:00 AM
202109220084937,860001615,BANDA RODADURA MIXTA,BANDA PARA REENCAUCHE EN FRIO EN CAUCHO ESTIRENO BUTADIENO CAUCHO SINTETICO Y FACTICO SINTETICO BUTADIENO Y CAUCHO NATURAL,4012904100,09/30/2021 11:39:57 AM,09/30/2022 12:00:00 AM
202109220084957,890807529,Postrecito Normandy,Queso Tipo Petit Suisse,406100000,09/24/2021 01:30:01 PM,09/24/2022 12:00:00 AM
202109220084958,890807529,Kumis con cereal Normandy,Kumis entero con dulce con cereal azucarado,403909000,09/24/2021 02:41:45 PM,09/24/2022 12:00:00 AM
202109220084959,890807529,Pomgur Normandy,Yogurt entero con dulce con cereal azucarado,403100000,09/24/2021 03:01:03 PM,12/31/2021 12:00:00 AM
202109220084964,900450642,PANTALON TACTICO POLIESTER 65%-ALGODON 35% TEJIDO PLANO RISTOP,PANTALON TACTICO POLIESTER 65%-ALGODON 35% TEJIDO PLANO RISTOP,6203430000,09/22/2021 12:00:00 AM,09/22/2022 12:00:00 AM
202109220084965,900450642,CHALECO TACTICO POLIESTER 65%-ALGODON 35% TEJIDO PLANO RISTOP,CHALECO TACTICO POLIESTER 65%-ALGODON 35% TEJIDO PLANO RISTOP,6307909000,09/22/2021 12:00:00 AM,09/22/2022 12:00:00 AM
202109220084966,900450642,CAMISETA TIPO POLO PARA HOMBRE EN POLIESTER 100% TEJIDO DE PUNTO,CAMISETA TIPO POLO PARA HOMBRE EN POLIESTER 100% TEJIDO DE PUNTO,6105209000,09/22/2021 12:00:00 AM,09/22/2022 12:00:00 AM
202109220084967,900450642,CAMISETA TIPO POLO PARA DAMA EN POLIESTER 100% TEJIDO DE PUNTO,CAMISETA TIPO POLO PARA DAMA EN POLIESTER 100% TEJIDO DE PUNTO,6106200000,09/22/2021 12:00:00 AM,09/22/2022 12:00:00 AM
202109220084968,900450642,CONJUNTO OVEROL DOS PIEZAS (CAMISA Y PANTALON) EN POLYESTER 100%,CONJUNTO OVEROL DOS PIEZAS (CAMISA Y PANTALON) EN POLYESTER 100%,6211330000,09/22/2021 12:00:00 AM,09/22/2022 12:00:00 AM
202109220084969,900450642,MOSQUITERO PROTECTOR FACIAL POLIESTER 100%,MOSQUITERO PROTECTOR FACIAL POLIESTER 100%,6307903090,09/22/2021 12:00:00 AM,09/22/2022 12:00:00 AM
202109220084970,900450642,CAMISETA TIPO TSHIRT CUELLO REDONDO UNIXESO  EN POLIESTER 100% TEJIDO DE PUNTO,CAMISETA TIPO TSHIRT CUELLO REDONDO UNIXESO  EN POLIESTER 100% TEJIDO DE PUNTO,6109909000,09/22/2021 12:00:00 AM,09/22/2022 12:00:00 AM
202109220084971,860510142,ARCHIVADOR HORIZONTAL 4 GAVETAS,ARCHIVADOR HORIZONTAL 4 GAVETAS,9403100000,09/23/2021 09:57:18 AM,09/23/2022 12:00:00 AM
202109220084972,890900259,FACIAL 245 PV,TELA SIN TEJER,5603140000,09/28/2021 04:06:45 PM,09/28/2022 12:00:00 AM
202109220084973,890900259,TELA SIN TEJER,TELA SIN TEJER,5603110000,09/28/2021 03:59:27 PM,09/28/2022 12:00:00 AM
202109220084978,890900259,ENTRETEL 25PF X 96,TELA SIN TEJER,5603129000,09/28/2021 03:50:48 PM,09/28/2022 12:00:00 AM
202109220084980,860051447,CANASTILLA,CANASTILLA METALICAS,8306290000,09/24/2021 08:07:16 AM,09/24/2022 12:00:00 AM
202109220084981,890900259,LIMPION ESTAMPADO VIA FOULAR,TELA SIN TEJER,5603129000,09/28/2021 03:33:47 PM,09/28/2022 12:00:00 AM
202109220084982,860510142,TANDEM 4 PUESTOS,TANDEM 4 PUESTOS ESPALDAR Y ASIENTO PLASTICO,9401790000,09/23/2021 10:00:29 AM,09/23/2022 12:00:00 AM
202109220084986,890900259,SUPERLIMPION 180 EST X 150,TELA SIN TEJER,5603140000,09/28/2021 03:06:02 PM,09/28/2022 12:00:00 AM
202109220084990,890900259,VENDA ORTOPEDI 50 GM 80/20 A/V,TELA SIN TEJER,5603920000,09/28/2021 02:55:35 PM,09/28/2022 12:00:00 AM
202109220084993,901143303,BOTA TERMICA,BOTA TERMICA ELABORADA EN CUERO VACUNO O BOVINO PLENA FLOR,6403919000,09/30/2021 09:44:47 AM,09/30/2022 12:00:00 AM
202109220084994,817000705,GALLETAS SALADAS VARIAS MARCAS,GALLETAS SALADAS. SUB FAMILIA: CRACKERS,1905901000,09/23/2021 03:13:51 PM,09/23/2022 12:00:00 AM
202109220084995,890900259,BORTEL 35 CRD,TELA SIN TEJER,5603920000,09/28/2021 01:01:20 PM,09/28/2022 12:00:00 AM
202109220084997,890900259,VENDA ORTOPEDICA 120 80/20 PV,TELA SIN TEJER,5603930000,09/28/2021 12:46:30 PM,09/28/2022 12:00:00 AM
202109220085005,890900259,MUSGO NAVIDEÑO COL N3,TELA SIN TEJER FILAMENTO SINTETICO PESO SUPERIOR A 70 INFERIOR O IGUAL A 150 G/M2,5603130000,09/28/2021 12:34:18 PM,09/28/2022 12:00:00 AM
202109220085006,900975479,GORRA PERSONAL FEMENINO (KEPIS) EN TEJIDO PLANO 45% LANA 55% POLIESTER VARIAS REFERENCIAS,GORRA PERSONAL FEMENINO (KEPIS) EN TEJIDO PLANO 45% LANA 55% POLIESTER VARIAS REFERENCIAS,6505009000,09/27/2021 06:59:59 PM,09/27/2022 12:00:00 AM
202109220085007,900975479,GORRA PERSONAL MASCULINA (KEPIS) EN TEJIDO PLANO 45% LANA 55% POLIESTER VARIAS REFERENCIAS,GORRA PERSONAL MASCULINA (KEPIS) EN TEJIDO PLANO 45% LANA 55% POLIESTER VARIAS REFERENCIAS,6505009000,09/27/2021 12:25:21 PM,09/27/2022 12:00:00 AM
202109220085010,860016767,tapas plásticas planas para vasos de carton,tapas plasticas planas para vasos de carton de 7/8/9/12/16/22/32/44 onzas,3923509000,09/23/2021 10:03:19 AM,09/23/2022 12:00:00 AM
202109220085014,890900259,DURASUELA 350 COL,TELA SIN TEJER,5603140000,09/28/2021 12:09:57 PM,09/28/2022 12:00:00 AM
202109220085016,890900259,BORTEL 120,TELA SIN TEJER,5603930000,09/28/2021 11:54:08 AM,09/28/2022 12:00:00 AM
202109220085017,890703854,TAIPA SOTO,MAQUINA AGRICOLA PARA LA PREPARACION O EL TRABAJO DEL SUELO,8432800000,09/23/2021 10:44:18 AM,09/23/2022 12:00:00 AM
202109220085020,901326060,PIJAMA TERMICA,PIJAMA EN TEJIDO DE PUNTO 100% ALGODON,6107210000,09/29/2021 02:48:21 PM,09/29/2022 12:00:00 AM
202109220085021,901326060,PIJAMA TERMICA,PIJAMA TERMICA  100% POLIESTER  TEJIDO DE PUNTO,6107220000,09/29/2021 02:26:49 PM,09/29/2022 12:00:00 AM
202109220085023,901022072,PIJAMA TERMICA,PIJAMA EN TEJIDO PUNTO 100% ALGODON,6107210000,09/28/2021 09:31:39 AM,09/28/2022 12:00:00 AM
202109230084705,860404848,MANGUERA COMPRESOR CONDENSADOR HJD HR16 CVT,LINEA DE CONDUCCION DE REFRIGERANTE REF.34015168,8415900000,09/24/2021 08:09:53 AM,09/24/2022 12:00:00 AM
202109230084706,860404848,MANGUERA COMPRESOR CONDENSADOR HJD HR16 BVM,LINEA DE CONDUCCION DE REFRIGERANTE REF.34015169,8415900000,09/24/2021 08:12:59 AM,09/24/2022 12:00:00 AM
202109230084707,860404848,MANGUERA COMPRESOR CONDENSADOR HJD HR13 CVT,LINEA DE CONDUCCION DE REFRIGERANTE REF.34015170,8415900000,09/24/2021 08:15:07 AM,09/24/2022 12:00:00 AM
202109230085008,860404848,CONDENSADOR RT50/RT66,INTERCAMBIADOR DE CALOR REF.38005121,8419509000,09/24/2021 03:18:31 PM,09/24/2022 12:00:00 AM
202109230085012,901143303,CATRE METALICO,CATRE O LITERA METALICA,9403200000,09/27/2021 10:57:20 AM,09/27/2022 12:00:00 AM
202109230085028,860002067,Lamina de plástico celular con soporte de tejido,Lamina de PVC celular con soporte de tejido,3921120000,09/30/2021 03:32:27 PM,09/30/2022 12:00:00 AM
202109230085029,890900259,DURAVIC 70 BCO,TELA SIN TEJER,5603129000,09/30/2021 01:33:19 PM,09/30/2022 12:00:00 AM
202109230085031,890900259,IMPERTEL,TELA SIN TEJER,5603920000,09/30/2021 02:15:20 PM,09/30/2022 12:00:00 AM
202109230085032,860510142,ESCRITORIO SENCILLO,ESCRITORIO SENCILLO,9403600000,09/24/2021 03:52:08 PM,09/24/2022 12:00:00 AM
202109230085033,890900259,BORTEL 80 CRD,TELA SIN TEJER,5603930000,09/30/2021 02:20:47 PM,09/30/2022 12:00:00 AM
202109230085035,860002067,lamina de plastico no celular con soporte textil,lamina de policloruro de vinilo (pvc) no celular con soporte textil,3921909000,09/30/2021 03:29:02 PM,09/30/2022 12:00:00 AM
202109230085038,860002067,revestimiento de policloruro de vinilo para suelos,revestimiento de policloruro de vinilo para suelos,3918101000,09/30/2021 03:25:03 PM,09/30/2022 12:00:00 AM
202109230085041,817000705,GALLETAS WAFER VARIAS MARCAS,GALLETAS WAFER CON CREMA,1905320000,09/23/2021 04:26:57 PM,09/23/2022 12:00:00 AM
202109230085043,860510142,PANEL PARA DIVISION DE OFICINA,PANEL PARA DIVISION DE OFICINA,9403300000,09/24/2021 03:54:59 PM,09/24/2022 12:00:00 AM
202109230085044,817000705,GALLETAS WAFER ESPECIALIZADAS BRIDGE IND. VARIAS MARCAS,GALLETAS WAFER CON CREMA SABORES VARIOS,1905320000,09/23/2021 04:01:29 PM,09/23/2022 12:00:00 AM
202109230085045,860002067,tejido recubierto con material plastico (pv),Tejido de punto poliester 100% recubierto con policloruro de vinilo (pvc),5903100000,10/01/2021 04:07:09 PM,10/01/2022 12:00:00 AM
202109230085047,817000705,GALLETAS WAFER ESPECIALIZADAS TACO.VARIAS MARCAS,GALLETAS WAFER CON CREMA DIFERENTES SABORES,1905320000,09/23/2021 03:52:40 PM,09/23/2022 12:00:00 AM
202109230085050,817000705,GALLETAS WAFER MAQUILAS - TACOS. VARIAS MARCAS,GALLETAS WAFER CON CREMA SABORES VARIOS.,1905320000,09/23/2021 03:43:13 PM,09/23/2022 12:00:00 AM
202109230085052,817000705,GALLETAS WAFER SIN AZUCAR,GALLETAS WAFER CON CREMA DIFERENTES SABORES,1905320000,09/23/2021 03:20:06 PM,09/23/2022 12:00:00 AM
202109230085057,890301960,EARTH PACT NATURAL BASE STOCK PLUS de Peso 295 GR/M2 EN HOJAS,Cartulinas sin estucar ni recubrir de peso 295 grs/m2,4805939000,09/30/2021 03:00:24 PM,09/30/2022 12:00:00 AM
